,entity,code,year,adult_literacy_rate__population_15plus_years__both_sexes__pct__lr_ag15t99,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,owid_region
1966,World,OWID_WRL,1985,70.86449,85.64762,76.22743,
1967,World,OWID_WRL,1986,71.41617,85.81324,76.82139,
1968,World,OWID_WRL,1987,72.10954,86.27433,77.6648,
1969,World,OWID_WRL,1988,73.82419,87.0731,78.00692,
1970,World,OWID_WRL,1989,74.34693,87.18682,78.39028,
1971,World,OWID_WRL,1990,74.90702,87.31748,78.86351,
1972,World,OWID_WRL,1991,75.28651,87.43884,79.24219,
1973,World,OWID_WRL,1992,75.69432,87.67215,79.55118,
1974,World,OWID_WRL,1993,76.10245,87.92209,79.79938,
1975,World,OWID_WRL,1994,76.50147,88.03336,80.19295,
1976,World,OWID_WRL,1995,76.91185,88.14821,80.59619,
1977,World,OWID_WRL,1996,77.29632,88.23841,80.9904,
1978,World,OWID_WRL,1997,79.28844,88.7176,82.21442,
1979,World,OWID_WRL,1998,80.4687,89.70054,82.80887,
1980,World,OWID_WRL,1999,80.806,89.85753,83.27845,
1981,World,OWID_WRL,2000,80.97923,89.84021,83.30813,
1982,World,OWID_WRL,2001,81.28601,89.94985,83.82793,
1983,World,OWID_WRL,2002,81.64019,90.38558,84.33525,
1984,World,OWID_WRL,2003,82.11429,90.82547,84.83368,
1985,World,OWID_WRL,2004,82.44728,90.99728,85.37423,
1986,World,OWID_WRL,2005,82.45476,91.38889,85.40587,
1987,World,OWID_WRL,2006,82.42529,90.91807,85.46435,
1988,World,OWID_WRL,2007,83.01185,91.08644,86.00191,
1989,World,OWID_WRL,2008,83.38555,91.41756,86.55271,
1990,World,OWID_WRL,2009,83.60871,91.40515,86.77014,
1991,World,OWID_WRL,2010,84.2272,91.80122,87.23128,
1992,World,OWID_WRL,2011,84.41082,91.86451,87.70053,
1993,World,OWID_WRL,2012,84.60142,92.09037,88.10454,
1994,World,OWID_WRL,2013,84.90313,92.42617,88.67801,
1995,World,OWID_WRL,2014,85.28642,92.55024,89.10535,
1996,World,OWID_WRL,2015,85.67891,92.69437,89.52198,
1997,World,OWID_WRL,2016,86.00014,92.76739,89.83617,
1998,World,OWID_WRL,2017,86.17703,92.85626,90.04203,
1999,World,OWID_WRL,2018,86.43751,92.88166,90.12206,
2000,World,OWID_WRL,2019,86.54794,93.74094,90.9163,
2001,World,OWID_WRL,2020,86.74748,93.77812,91.07546,
2002,World,OWID_WRL,2021,86.92754,93.83333,91.26919,
2003,World,OWID_WRL,2022,87.15536,93.8974,91.50098,
2004,World,OWID_WRL,2023,87.35603,93.93184,91.67273,
2005,Yemen,YEM,1994,37.0,83.0,35.0,Asia
2006,Yemen,YEM,2006,,,65.66,Asia
2007,Yemen,YEM,2013,,,64.08,Asia
2008,Yemen,YEM,2023,,61.76,76.91698,Asia
2009,Zambia,ZMB,1990,65.0,67.0,66.0,Africa
2010,Zambia,ZMB,1999,68.0,73.0,66.0,Africa
2011,Zambia,ZMB,2002,69.0,78.0,66.0,Africa
2012,Zambia,ZMB,2010,83.0,91.0,87.0,Africa
2013,Zambia,ZMB,2018,71.1323,82.44786,72.90992,Africa
2014,Zimbabwe,ZWE,1982,78.0,94.0,85.0,Africa
2015,Zimbabwe,ZWE,1992,84.0,97.0,94.0,Africa
2016,Zimbabwe,ZWE,2009,,,95.65,Africa
2017,Zimbabwe,ZWE,2014,,,96.31,Africa
2018,Zimbabwe,ZWE,2019,93.22755,90.77383,94.2159,Africa
