entity,code,year,literacy_rate,mf_youth_and_adults__15_64_years__average_years_of_education,population_historical,owid_region
Latin America and the Caribbean (SDG),,2013,92.78411,,,
Latin America and the Caribbean (SDG),,2014,93.28208,,,
Latin America and the Caribbean (SDG),,2015,93.42689,,,
Latin America and the Caribbean (SDG),,2016,93.86834,,,
Latin America and the Caribbean (SDG),,2017,93.89949,,,
Latin America and the Caribbean (SDG),,2018,94.08592,,,
Latin America and the Caribbean (SDG),,2019,94.25568,,,
Latin America and the Caribbean (SDG),,2020,94.31331,,,
Latin America and the Caribbean (SDG),,2021,94.49382,,,
Latin America and the Caribbean (SDG),,2022,94.64692,,,
Latin America and the Caribbean (SDG),,2023,94.79,,,
Latvia,LVA,1989,99,,2664839,Europe
Latvia,LVA,2000,100,,2368320,Europe
Latvia,LVA,2011,100,,2059940,Europe
Latvia,LVA,2015,,11.79,1977874,Europe
Latvia,LVA,2020,,11.96,1901119,Europe
Lebanon,LBN,1950,47.5,,1349351,Asia
Lebanon,LBN,2007,90,,4844119,Asia
Lebanon,LBN,2009,91,,4992295,Asia
Lebanon,LBN,2018,93,,5984120,Asia
Lesotho,LSO,1870,,0.03,203958,Africa
Lesotho,LSO,1875,,0.05,210907,Africa
Lesotho,LSO,1880,,0.07,218032,Africa
Lesotho,LSO,1885,,0.1,225331,Africa
Lesotho,LSO,1890,,0.15,232803,Africa
Lesotho,LSO,1895,,0.22,240446,Africa
Lesotho,LSO,1900,,0.3,249213,Africa
Lesotho,LSO,1905,,0.38,264433,Africa
Lesotho,LSO,1910,,0.53,281353,Africa
Lesotho,LSO,1915,,0.64,298193,Africa
Lesotho,LSO,1920,,0.76,320591,Africa
Lesotho,LSO,1925,,1.16,354609,Africa
Lesotho,LSO,1930,,1.42,393273,Africa
Lesotho,LSO,1935,,1.6,434803,Africa
Lesotho,LSO,1940,,1.87,480202,Africa
Lesotho,LSO,1945,,2.2,528380,Africa
Lesotho,LSO,1950,52.5,2.6,579554,Africa
Lesotho,LSO,1955,,2.87,642186,Africa
Lesotho,LSO,1960,,3.12,736507,Africa
Lesotho,LSO,1965,,3.44,854094,Africa
Lesotho,LSO,1970,,3.72,1019273,Africa
Lesotho,LSO,1975,,4.11,1213650,Africa
Lesotho,LSO,1980,,4.49,1406530,Africa
Lesotho,LSO,1985,,4.81,1624385,Africa
Lesotho,LSO,1990,,5.25,1809698,Africa
Lesotho,LSO,1995,,5.8,1951441,Africa
Lesotho,LSO,2000,86,6.37,2003919,Africa
Lesotho,LSO,2005,,7.21,1953080,Africa
Lesotho,LSO,2006,66,,1945066,Africa
Lesotho,LSO,2010,,6.08,1996256,Africa
Lesotho,LSO,2015,,6.44,2104614,Africa
Lesotho,LSO,2016,97,,2130424,Africa
Lesotho,LSO,2018,86.24087,,2183611,Africa
Lesotho,LSO,2020,,6.88,2235727,Africa
Liberia,LBR,1870,,0.05,380309,Africa
Liberia,LBR,1875,,0.06,396611,Africa
Liberia,LBR,1880,,0.07,413832,Africa
Liberia,LBR,1885,,0.09,431775,Africa
Liberia,LBR,1890,,0.11,450470,Africa
Liberia,LBR,1895,,0.13,469949,Africa
Liberia,LBR,1900,,0.17,490243,Africa
Liberia,LBR,1905,,0.26,511385,Africa
Liberia,LBR,1910,,0.36,533090,Africa
Liberia,LBR,1915,,0.44,553592,Africa
Liberia,LBR,1920,,0.57,575156,Africa
Liberia,LBR,1925,,0.58,616370,Africa
Liberia,LBR,1930,,0.55,663604,Africa
Liberia,LBR,1935,,0.52,711786,Africa
Liberia,LBR,1940,,0.55,764876,Africa
Liberia,LBR,1945,,0.57,834319,Africa
Liberia,LBR,1950,7.5,0.58,918912,Africa
Liberia,LBR,1955,,0.62,1016396,Africa
Liberia,LBR,1960,,0.72,1139519,Africa
Liberia,LBR,1965,,0.94,1291155,Africa
Liberia,LBR,1970,,1.16,1466677,Africa
Liberia,LBR,1975,,1.67,1670914,Africa
Liberia,LBR,1980,,2.23,1929260,Africa
Liberia,LBR,1984,32,,2173314,Africa
Liberia,LBR,1985,,2.73,2240549,Africa
Liberia,LBR,1990,,3.08,2223667,Africa
Liberia,LBR,1995,,3.17,2169167,Africa
Liberia,LBR,2000,,3.6,2928117,Africa
Liberia,LBR,2005,,3.96,3301016,Africa
Liberia,LBR,2010,,4.35,4058897,Africa
Liberia,LBR,2015,,5.06,4659436,Africa
Liberia,LBR,2020,,5.8,5149470,Africa
Libya,LBY,1870,,0.01,337064,Africa
Libya,LBY,1875,,0.01,356939,Africa
Libya,LBY,1880,,0.01,378777,Africa
Libya,LBY,1885,,0.01,407319,Africa
Libya,LBY,1890,,0.01,439158,Africa
Libya,LBY,1895,,0.01,475243,Africa
Libya,LBY,1900,,0.01,514376,Africa
Libya,LBY,1905,,0.01,555440,Africa
Libya,LBY,1910,,0.05,598690,Africa
Libya,LBY,1915,,0.08,639607,Africa
Libya,LBY,1920,,0.1,679435,Africa
Libya,LBY,1925,,0.19,718382,Africa
Libya,LBY,1930,,0.26,760476,Africa
Libya,LBY,1935,,0.31,812653,Africa
Libya,LBY,1940,,0.36,876455,Africa
Libya,LBY,1945,,0.41,991580,Africa
Libya,LBY,1950,7.5,0.47,1131471,Africa
Libya,LBY,1955,,0.59,1241389,Africa
Libya,LBY,1960,,0.72,1492890,Africa
Libya,LBY,1965,,1.09,1804016,Africa
Libya,LBY,1970,,1.66,2082597,Africa
Libya,LBY,1975,,2.35,2571563,Africa
Libya,LBY,1980,,3.45,3424375,Africa
Libya,LBY,1984,60,,3773639,Africa
Libya,LBY,1985,,4.55,3898746,Africa
Libya,LBY,1990,,5.42,4445243,Africa
Libya,LBY,1995,,6.13,4906851,Africa
Libya,LBY,2000,,7.04,5305020,Africa
Libya,LBY,2005,,7.79,5858793,Africa
Libya,LBY,2010,,8.43,6497837,Africa
Libya,LBY,2015,,9.05,6531825,Africa
Libya,LBY,2020,,9.57,7045403,Africa
Liechtenstein,LIE,1950,98.5,,13786,Europe
Lithuania,LTU,1989,98,,3696107,Europe
Lithuania,LTU,2001,100,,3473008,Europe
Lithuania,LTU,2011,100,,3028642,Europe
Lithuania,LTU,2015,,12.44,2905771,Europe
Lithuania,LTU,2020,,12.5,2795766,Europe
Low-income countries,,1988,46.47354,,277807495,
Low-income countries,,1989,46.89375,,285400482,
Low-income countries,,1990,47.39165,,292948330,
Low-income countries,,1991,47.6823,,300652989,
Low-income countries,,1992,47.82185,,309670903,
Low-income countries,,1993,48.03085,,319597257,
Low-income countries,,1994,48.31109,,329120151,
Low-income countries,,1995,48.676,,338706576,
Low-income countries,,1996,49.04267,,348800202,
Low-income countries,,1997,49.73331,,358821630,
Low-income countries,,1998,50.43019,,369081969,
Low-income countries,,1999,50.97881,,379700603,
Low-income countries,,2000,51.39866,,390079810,
Low-income countries,,2001,52.04716,,400757350,
Low-income countries,,2002,52.7164,,412670958,
Low-income countries,,2003,53.11349,,425077153,
Low-income countries,,2004,53.58198,,437382892,
Low-income countries,,2005,53.99721,,450155732,
Low-income countries,,2006,52.1799,,463744571,
Low-income countries,,2007,53.41816,,477551649,
Low-income countries,,2008,54.31401,,491406454,
Low-income countries,,2009,54.82347,,505585083,
Low-income countries,,2010,55.31973,,520054170,
Low-income countries,,2011,57.35872,,534808816,
Low-income countries,,2012,57.80881,,549451745,
Low-income countries,,2013,58.65501,,563526732,
Low-income countries,,2014,59.07083,,577586457,
Low-income countries,,2015,59.74246,,592175469,
Low-income countries,,2016,60.4267,,607867550,
Low-income countries,,2017,61.48362,,624557044,
Low-income countries,,2018,61.45404,,642186275,
Low-income countries,,2019,61.52847,,660718421,
Low-income countries,,2020,61.69004,,679560808,
Low-income countries,,2021,62.18141,,698215268,
Low-income countries,,2022,62.63246,,716865809,
Low-income countries,,2023,63.03853,,736466459,
Lower-middle-income countries,,1975,44.26188,,1177835803,
Lower-middle-income countries,,1976,44.36313,,1207026504,
Lower-middle-income countries,,1977,44.89862,,1237143677,
Lower-middle-income countries,,1978,45.45136,,1267780648,
Lower-middle-income countries,,1979,46.00061,,1299681665,
Lower-middle-income countries,,1980,46.53306,,1333878754,
Lower-middle-income countries,,1981,47.06519,,1369121632,
Lower-middle-income countries,,1982,47.63435,,1404778309,
Lower-middle-income countries,,1983,48.12107,,1441034781,
Lower-middle-income countries,,1984,48.72107,,1477907041,
Lower-middle-income countries,,1985,49.32205,,1515552078,
Lower-middle-income countries,,1986,49.83683,,1553815501,
Lower-middle-income countries,,1987,50.71524,,1592569215,
Lower-middle-income countries,,1988,51.40592,,1631722258,
Lower-middle-income countries,,1989,52.1036,,1671269097,
Lower-middle-income countries,,1990,52.8069,,1711864220,
Lower-middle-income countries,,1991,53.51564,,1752608523,
Lower-middle-income countries,,1992,54.40485,,1793067376,
Lower-middle-income countries,,1993,55.26998,,1833937911,
Lower-middle-income countries,,1994,56.08274,,1874934474,
Lower-middle-income countries,,1995,56.85776,,1916258972,
Lower-middle-income countries,,1996,57.63437,,1957849353,
Lower-middle-income countries,,1997,58.41293,,1999733954,
Lower-middle-income countries,,1998,61.84885,,2042077792,
Lower-middle-income countries,,1999,62.59148,,2084331968,
Lower-middle-income countries,,2000,62.80231,,2126916405,
Lower-middle-income countries,,2001,63.52992,,2169845903,
Lower-middle-income countries,,2002,64.24833,,2211922405,
Lower-middle-income countries,,2003,65.29472,,2253565571,
Lower-middle-income countries,,2004,65.99687,,2295613093,
Lower-middle-income countries,,2005,65.78602,,2337232229,
Lower-middle-income countries,,2006,65.76852,,2379086325,
Lower-middle-income countries,,2007,66.29194,,2421832593,
Lower-middle-income countries,,2008,66.94372,,2464297892,
Lower-middle-income countries,,2009,67.63524,,2507036280,
Lower-middle-income countries,,2010,69.50833,,2550520230,
Lower-middle-income countries,,2011,69.80986,,2594096178,
Lower-middle-income countries,,2012,70.25576,,2637381315,
Lower-middle-income countries,,2013,71.1596,,2680848784,
Lower-middle-income countries,,2014,71.89687,,2724066420,
Lower-middle-income countries,,2015,72.98467,,2765984952,
Lower-middle-income countries,,2016,73.734,,2807490854,
Lower-middle-income countries,,2017,74.26711,,2848767185,
Lower-middle-income countries,,2018,75.07314,,2889324239,
Lower-middle-income countries,,2019,75.24551,,2929401303,
Lower-middle-income countries,,2020,75.8803,,2969245757,
Lower-middle-income countries,,2021,76.48823,,3007019418,
Lower-middle-income countries,,2022,77.08264,,3044254723,
Lower-middle-income countries,,2023,77.63182,,3083154885,
Luxembourg,LUX,1870,,0.04,198919,Europe
Luxembourg,LUX,1875,,0.05,203816,Europe
Luxembourg,LUX,1880,,0.06,209196,Europe
Luxembourg,LUX,1885,,0.08,210351,Europe
Luxembourg,LUX,1890,,0.1,212200,Europe
Luxembourg,LUX,1895,,0.12,222976,Europe
Luxembourg,LUX,1900,,0.15,235574,Europe
Luxembourg,LUX,1905,,0.18,247458,Europe
Luxembourg,LUX,1910,,0.22,258721,Europe
Luxembourg,LUX,1915,,0.27,264119,Europe
Luxembourg,LUX,1920,,0.36,269864,Europe
Luxembourg,LUX,1925,,0.44,283728,Europe
Luxembourg,LUX,1930,,0.56,297712,Europe
Luxembourg,LUX,1935,,1.4,300094,Europe
Luxembourg,LUX,1940,,2.18,300207,Europe
Luxembourg,LUX,1945,,2.83,297880,Europe
Luxembourg,LUX,1950,96.5,3.85,296580,Europe
Luxembourg,LUX,1955,,4.65,305315,Europe
Luxembourg,LUX,1960,,5.22,313888,Europe
Luxembourg,LUX,1965,,6.19,329709,Europe
Luxembourg,LUX,1970,,7.27,339337,Europe
Luxembourg,LUX,1975,,8.21,353686,Europe
Luxembourg,LUX,1980,,8.55,363711,Europe
Luxembourg,LUX,1985,,8.83,366665,Europe
Luxembourg,LUX,1990,,9.24,381707,Europe
Luxembourg,LUX,1995,,9.57,408237,Europe
Luxembourg,LUX,2000,,9.92,436142,Europe
Luxembourg,LUX,2005,,10.59,465369,Europe
Luxembourg,LUX,2010,,11.33,507418,Europe
Luxembourg,LUX,2015,,11.41,569540,Europe
Luxembourg,LUX,2020,,11.53,630597,Europe
Macao,MAC,1950,57.5,,196669,Asia
Macao,MAC,1981,90,,252516,Asia
Macao,MAC,2001,91,,445121,Asia
Macao,MAC,2006,93,,508752,Asia
Macao,MAC,2011,96,,575644,Asia
Macao,MAC,2015,,10.56,622185,Asia
Macao,MAC,2016,97,,634317,Asia
Macao,MAC,2020,,10.97,683069,Asia
Madagascar,MDG,1950,32.5,,3956077,Africa
Madagascar,MDG,2000,71,,16516336,Africa
Madagascar,MDG,2005,59,,19159711,Africa
Madagascar,MDG,2012,72,,23462444,Africa
Madagascar,MDG,2018,77,,27494930,Africa
Madagascar,MDG,2021,74.68614,,29691087,Africa
Malawi,MWI,1870,,0.01,2135742,Africa
Malawi,MWI,1875,,0.01,2123737,Africa
Malawi,MWI,1880,,0.01,2114943,Africa
Malawi,MWI,1885,,0.01,2130356,Africa
Malawi,MWI,1890,,0.01,2142667,Africa
Malawi,MWI,1895,,0.01,2110530,Africa
Malawi,MWI,1900,,0.01,2067047,Africa
Malawi,MWI,1905,,0.02,1993745,Africa
Malawi,MWI,1910,,0.13,1922933,Africa
Malawi,MWI,1915,,0.23,1883221,Africa
Malawi,MWI,1920,,0.31,1868175,Africa
Malawi,MWI,1925,,0.42,1990198,Africa
Malawi,MWI,1930,,0.51,2142711,Africa
Malawi,MWI,1935,,0.62,2298286,Africa
Malawi,MWI,1940,,0.72,2469709,Africa
Malawi,MWI,1945,,0.84,2693934,Africa
Malawi,MWI,1950,7.5,0.98,2950299,Africa
Malawi,MWI,1955,,1.06,3246543,Africa
Malawi,MWI,1960,,1.12,3628136,Africa
Malawi,MWI,1965,,1.3,4096158,Africa
Malawi,MWI,1970,,1.63,4633949,Africa
Malawi,MWI,1975,,1.96,5287371,Africa
Malawi,MWI,1980,,2.5,6265529,Africa
Malawi,MWI,1985,,2.96,7620509,Africa
Malawi,MWI,1987,49,,8293173,Africa
Malawi,MWI,1990,,3.14,9545860,Africa
Malawi,MWI,1995,,3.3,10150122,Africa
Malawi,MWI,1998,64,,10792877,Africa
Malawi,MWI,2000,,3.73,11315947,Africa
Malawi,MWI,2005,,4.67,12840034,Africa
Malawi,MWI,2010,,5.01,14826466,Africa
Malawi,MWI,2015,,4.86,17085587,Africa
Malawi,MWI,2020,70.15227,5.41,19533885,Africa
Malaysia,MYS,1870,,0.02,788448,Asia
Malaysia,MYS,1875,,0.02,922684,Asia
Malaysia,MYS,1880,,0.03,1088144,Asia
Malaysia,MYS,1885,,0.04,1283228,Asia
Malaysia,MYS,1890,,0.05,1513275,Asia
Malaysia,MYS,1895,,0.06,1784802,Asia
Malaysia,MYS,1900,,0.09,2094024,Asia
Malaysia,MYS,1905,,0.22,2380595,Asia
Malaysia,MYS,1910,,0.36,2684056,Asia
Malaysia,MYS,1915,,0.5,2962236,Asia
Malaysia,MYS,1920,,0.69,3274070,Asia
Malaysia,MYS,1925,,1.01,3649643,Asia
Malaysia,MYS,1930,,1.3,4069257,Asia
Malaysia,MYS,1935,,1.53,4518371,Asia
Malaysia,MYS,1940,,1.75,5001715,Asia
Malaysia,MYS,1945,,1.96,5454871,Asia
Malaysia,MYS,1950,37.5,2.21,6098285,Asia
Malaysia,MYS,1955,,2.5,6959959,Asia
Malaysia,MYS,1960,,2.99,7956201,Asia
Malaysia,MYS,1965,,3.54,9056415,Asia
Malaysia,MYS,1970,,4.41,10178802,Asia
Malaysia,MYS,1975,,5.06,11471914,Asia
Malaysia,MYS,1980,70,6.06,12983365,Asia
Malaysia,MYS,1985,,7.03,15252262,Asia
Malaysia,MYS,1990,,8.01,17833179,Asia
Malaysia,MYS,1991,83,,18342474,Asia
Malaysia,MYS,1995,,8.66,20330602,Asia
Malaysia,MYS,2000,89,9.49,22967817,Asia
Malaysia,MYS,2005,,10.16,25836075,Asia
Malaysia,MYS,2010,93,10.89,28655772,Asia
Malaysia,MYS,2015,,11.49,31232796,Asia
Malaysia,MYS,2016,95,,31789692,Asia
Malaysia,MYS,2017,95,,32355642,Asia
Malaysia,MYS,2018,95,,32910963,Asia
Malaysia,MYS,2019,95,,33440590,Asia
Malaysia,MYS,2020,,11.96,33889554,Asia
Malaysia,MYS,2022,96,,34695494,Asia
Maldives,MDV,1950,72.5,,74461,Asia
Maldives,MDV,1977,82,,151943,Asia
Maldives,MDV,1985,92,,190182,Asia
Maldives,MDV,1990,96,,224772,Asia
Maldives,MDV,1995,96,,256660,Asia
Maldives,MDV,2000,96,,282025,Asia
Maldives,MDV,2006,98,,313866,Asia
Maldives,MDV,2014,99,,413623,Asia
Maldives,MDV,2015,,7.57,428165,Asia
Maldives,MDV,2016,98,,443316,Asia
Maldives,MDV,2017,94.50551,,458297,Asia
Maldives,MDV,2019,98.21186,,487737,Asia
Maldives,MDV,2020,,8.06,502127,Asia
Mali,MLI,1870,,0.01,1756489,Africa
Mali,MLI,1875,,0.01,1838378,Africa
Mali,MLI,1880,,0.01,1925028,Africa
Mali,MLI,1885,,0.01,2014424,Africa
Mali,MLI,1890,,0.01,2107910,Africa
Mali,MLI,1895,,0.01,2212767,Africa
Mali,MLI,1900,,0.01,2331296,Africa
Mali,MLI,1905,,0.01,2511024,Africa
Mali,MLI,1910,,0.01,2707812,Africa
Mali,MLI,1915,,0.01,2885805,Africa
Mali,MLI,1920,,0.02,3040300,Africa
Mali,MLI,1925,,0.03,3247810,Africa
Mali,MLI,1930,,0.04,3479504,Africa
Mali,MLI,1935,,0.1,3713779,Africa
Mali,MLI,1940,,0.11,3971134,Africa
Mali,MLI,1945,,0.13,4310414,Africa
Mali,MLI,1950,,0.16,4696914,Africa
Mali,MLI,1955,,0.18,5041937,Africa
Mali,MLI,1960,,0.2,5402550,Africa
Mali,MLI,1965,,0.26,5815483,Africa
Mali,MLI,1970,,0.31,6276476,Africa
Mali,MLI,1975,,0.46,6837265,Africa
Mali,MLI,1976,9,,6960979,Africa
Mali,MLI,1980,,0.65,7530522,Africa
Mali,MLI,1985,,0.83,8374661,Africa
Mali,MLI,1990,,0.95,9178826,Africa
Mali,MLI,1995,,1.07,10185368,Africa
Mali,MLI,1998,19,,10919577,Africa
Mali,MLI,2000,,1.3,11559291,Africa
Mali,MLI,2003,24,,12684951,Africa
Mali,MLI,2005,,1.81,13538648,Africa
Mali,MLI,2006,26,,13990143,Africa
Mali,MLI,2010,31,2.14,15945201,Africa
Mali,MLI,2011,31,,16469054,Africa
Mali,MLI,2015,33,2.78,18593022,Africa
Mali,MLI,2018,35,,20442031,Africa
Mali,MLI,2020,,3.55,21713837,Africa
Malta,MLT,1870,,0.31,177322,Europe
Malta,MLT,1875,,0.37,181852,Europe
Malta,MLT,1880,,0.44,186494,Europe
Malta,MLT,1885,,0.52,191250,Europe
Malta,MLT,1890,,0.62,196124,Europe
Malta,MLT,1895,,0.73,201118,Europe
Malta,MLT,1900,,1.15,206234,Europe
Malta,MLT,1905,,1.4,211476,Europe
Malta,MLT,1910,,1.5,215840,Europe
Malta,MLT,1915,,1.76,213933,Europe
Malta,MLT,1920,,1.98,212759,Europe
Malta,MLT,1925,,2.17,219064,Europe
Malta,MLT,1930,,2.29,227340,Europe
Malta,MLT,1935,,2.55,239993,Europe
Malta,MLT,1940,,2.81,254503,Europe
Malta,MLT,1945,,3.09,273075,Europe
Malta,MLT,1950,57.5,3.32,294685,Europe
Malta,MLT,1955,,3.89,318149,Europe
Malta,MLT,1960,,4.49,330832,Europe
Malta,MLT,1965,,5.1,327407,Europe
Malta,MLT,1970,,6.06,326017,Europe
Malta,MLT,1975,,6.84,333458,Europe
Malta,MLT,1980,,7.51,342882,Europe
Malta,MLT,1985,87,8.38,352567,Europe
Malta,MLT,1990,,9.19,367913,Europe
Malta,MLT,1995,88,10.06,384559,Europe
Malta,MLT,2000,,10.43,399905,Europe
Malta,MLT,2005,92,10.6,413324,Europe
Malta,MLT,2010,,11.06,422654,Europe
Malta,MLT,2011,93,,424635,Europe
Malta,MLT,2015,,11.53,444978,Europe
Malta,MLT,2020,,12.09,518212,Europe
Marshall Islands,MHL,2011,98,,51927,Oceania
Martinique,MTQ,1950,72.5,,232081,North America
Martinique,MTQ,1982,93,,335051,North America
Mauritania,MRT,2000,51,,2613450,Africa
Mauritania,MRT,2013,62,,3734324,Africa
Mauritania,MRT,2015,65.11202,5.1,3965959,Africa
Mauritania,MRT,2020,59.52966,5.55,4600136,Africa
Mauritius,MUS,1870,,0.19,338968,Africa
Mauritius,MUS,1875,,0.23,354902,Africa
Mauritius,MUS,1880,,0.3,371529,Africa
Mauritius,MUS,1885,,0.38,380605,Africa
Mauritius,MUS,1890,,0.48,387869,Africa
Mauritius,MUS,1895,,0.6,390765,Africa
Mauritius,MUS,1900,,1.07,392834,Africa
Mauritius,MUS,1905,,1.28,394091,Africa
Mauritius,MUS,1910,,1.48,395786,Africa
Mauritius,MUS,1915,,1.63,401149,Africa
Mauritius,MUS,1920,,1.78,406448,Africa
Mauritius,MUS,1925,,1.93,414906,Africa
Mauritius,MUS,1930,,2.09,424691,Africa
Mauritius,MUS,1935,,2.27,437998,Africa
Mauritius,MUS,1940,,2.32,454310,Africa
Mauritius,MUS,1945,,2.39,484770,Africa
Mauritius,MUS,1950,52.5,2.51,525560,Africa
Mauritius,MUS,1955,,2.93,599593,Africa
Mauritius,MUS,1960,,3.6,680332,Africa
Mauritius,MUS,1965,,4.3,752668,Africa
Mauritius,MUS,1970,,4.98,827700,Africa
Mauritius,MUS,1975,,5.18,888031,Africa
Mauritius,MUS,1980,,5.52,954221,Africa
Mauritius,MUS,1985,,6.09,1025066,Africa
Mauritius,MUS,1990,80,6.85,1089033,Africa
Mauritius,MUS,1995,,7.07,1159824,Africa
Mauritius,MUS,2000,84,7.07,1216632,Africa
Mauritius,MUS,2005,,8.16,1257215,Africa
Mauritius,MUS,2010,,9.44,1282710,Africa
Mauritius,MUS,2011,89,,1286270,Africa
Mauritius,MUS,2012,92,,1289174,Africa
Mauritius,MUS,2013,91,,1290988,Africa
Mauritius,MUS,2014,92,,1292006,Africa
Mauritius,MUS,2015,93,9.9,1292283,Africa
Mauritius,MUS,2016,93,,1291807,Africa
Mauritius,MUS,2020,,10.4,1283231,Africa
Mexico,MEX,1870,,0.38,9178007,North America
Mexico,MEX,1875,,0.45,9682095,North America
Mexico,MEX,1880,,0.54,10259540,North America
Mexico,MEX,1885,,0.63,10871001,North America
Mexico,MEX,1890,,0.71,11538689,North America
Mexico,MEX,1895,,0.78,12379137,North America
Mexico,MEX,1900,22.3,0.85,13261087,North America
Mexico,MEX,1905,,1.08,13932988,North America
Mexico,MEX,1910,27.7,1.33,14503032,North America
Mexico,MEX,1915,,1.47,14511060,North America
Mexico,MEX,1920,,1.47,14579605,North America
Mexico,MEX,1921,33.8,,14701588,North America
Mexico,MEX,1925,,1.6,15516188,North America
Mexico,MEX,1930,38.5,1.7,16689077,North America
Mexico,MEX,1935,,1.98,18154022,North America
Mexico,MEX,1940,46,2.25,19982850,North America
Mexico,MEX,1945,,2.24,23398651,North America
Mexico,MEX,1950,62.5,2.2,27587941,North America
Mexico,MEX,1955,,2.36,31650600,North America
Mexico,MEX,1960,,2.55,36724614,North America
Mexico,MEX,1965,,3.02,43174476,North America
Mexico,MEX,1970,,3.48,50814958,North America
Mexico,MEX,1975,,4.19,58982403,North America
Mexico,MEX,1980,83,5.01,67300338,North America
Mexico,MEX,1985,,5.9,75043415,North America
Mexico,MEX,1990,88,6.68,82820170,North America
Mexico,MEX,1995,,7.37,90862449,North America
Mexico,MEX,2000,91,7.96,98625553,North America
Mexico,MEX,2002,90,,101548627,North America
Mexico,MEX,2004,91,,104394131,North America
Mexico,MEX,2005,92,8.9,105811504,North America
Mexico,MEX,2006,92,,107253666,North America
Mexico,MEX,2007,93,,108774356,North America
Mexico,MEX,2008,93,,110374286,North America
Mexico,MEX,2009,93,,111999720,North America
Mexico,MEX,2010,93,9.18,113623898,North America
Mexico,MEX,2011,94,,115243503,North America
Mexico,MEX,2012,94,,116818208,North America
Mexico,MEX,2013,94,,118343572,North America
Mexico,MEX,2014,95,,119784265,North America
Mexico,MEX,2015,94,9.65,121072310,North America
Mexico,MEX,2016,95,,122251344,North America
Mexico,MEX,2017,95,,123400052,North America
Mexico,MEX,2018,95,,124573713,North America
Mexico,MEX,2020,95,10.18,126799053,North America
Middle East and North Africa (WB),,1974,43.99972,,,
Middle East and North Africa (WB),,1975,44.49103,,,
Middle East and North Africa (WB),,1976,44.99968,,,
Middle East and North Africa (WB),,1977,45.55852,,,
Middle East and North Africa (WB),,1978,46.21684,,,
Middle East and North Africa (WB),,1979,46.89799,,,
Middle East and North Africa (WB),,1980,47.65434,,,
Middle East and North Africa (WB),,1981,48.41632,,,
Middle East and North Africa (WB),,1982,49.33712,,,
Middle East and North Africa (WB),,1983,50.03418,,,
Middle East and North Africa (WB),,1984,50.99546,,,
Middle East and North Africa (WB),,1985,51.94508,,,
Middle East and North Africa (WB),,1986,52.89566,,,
Middle East and North Africa (WB),,1987,53.82654,,,
Middle East and North Africa (WB),,1988,54.84007,,,
Middle East and North Africa (WB),,1989,55.84551,,,
Middle East and North Africa (WB),,1990,58.23571,,,
Middle East and North Africa (WB),,1991,59.42651,,,
Middle East and North Africa (WB),,1992,60.52205,,,
Middle East and North Africa (WB),,1993,61.38714,,,
Middle East and North Africa (WB),,1994,62.34871,,,
Middle East and North Africa (WB),,1995,63.82514,,,
Middle East and North Africa (WB),,1996,64.96068,,,
Middle East and North Africa (WB),,1997,66.06362,,,
Middle East and North Africa (WB),,1998,67.26733,,,
Middle East and North Africa (WB),,1999,68.36744,,,
Middle East and North Africa (WB),,2000,69.40159,,,
Middle East and North Africa (WB),,2001,70.53242,,,
Middle East and North Africa (WB),,2002,71.56456,,,
Middle East and North Africa (WB),,2003,74.12706,,,
Middle East and North Africa (WB),,2004,74.96323,,,
Middle East and North Africa (WB),,2005,75.57109,,,
Middle East and North Africa (WB),,2006,74.59212,,,
Middle East and North Africa (WB),,2007,75.36998,,,
Middle East and North Africa (WB),,2008,77.08521,,,
Middle East and North Africa (WB),,2009,76.01827,,,
Middle East and North Africa (WB),,2010,76.60938,,,
Middle East and North Africa (WB),,2011,77.32386,,,
Middle East and North Africa (WB),,2012,77.99774,,,
Middle East and North Africa (WB),,2013,78.60817,,,
Middle East and North Africa (WB),,2014,78.98551,,,
Middle East and North Africa (WB),,2015,79.63974,,,
Middle East and North Africa (WB),,2016,78.47635,,,
Middle East and North Africa (WB),,2017,78.92874,,,
Middle East and North Africa (WB),,2018,79.25672,,,
Middle East and North Africa (WB),,2019,79.55386,,,
Middle East and North Africa (WB),,2020,79.89577,,,
Middle East and North Africa (WB),,2021,80.30119,,,
Middle East and North Africa (WB),,2022,80.6111,,,
Middle East and North Africa (WB),,2023,80.94914,,,
Middle-income countries,,1975,58.92093,,,
Middle-income countries,,1976,59.08536,,,
Middle-income countries,,1977,59.42156,,,
Middle-income countries,,1978,60.21147,,,
Middle-income countries,,1979,61.05474,,,
Middle-income countries,,1980,61.83566,,,
Middle-income countries,,1981,62.59563,,,
Middle-income countries,,1982,63.33568,,,
Middle-income countries,,1983,64.0488,,,
Middle-income countries,,1984,64.88833,,,
Middle-income countries,,1985,65.635,,,
Middle-income countries,,1986,66.33725,,,
Middle-income countries,,1987,67.19151,,,
Middle-income countries,,1988,69.37021,,,
Middle-income countries,,1989,70.00896,,,
Middle-income countries,,1990,70.69976,,,
Middle-income countries,,1991,71.22915,,,
Middle-income countries,,1992,71.83592,,,
Middle-income countries,,1993,72.41556,,,
Middle-income countries,,1994,72.96025,,,
Middle-income countries,,1995,73.51708,,,
Middle-income countries,,1996,74.0451,,,
Middle-income countries,,1997,76.71142,,,
Middle-income countries,,1998,78.29854,,,
Middle-income countries,,1999,78.73321,,,
