,id,symbol,name,market_cap,market_cap_rank
512,susda,susda,sUSDa,75927101,513
513,openeden-open-dollar,usdo,OpenEden OpenDollar,75656657,514
514,xyo-network,xyo,XYO Network,75373127,515
515,vaneck-treasury-fund,vbill,VanEck Treasury Fund,75123866,516
516,popcat,popcat,Popcat,75118036,517
517,felix-feusd,feusd,Felix feUSD,75114250,518
518,venom,venom,Venom,74982828,519
519,ini,ini,INI,74817489,520
520,coinex-token,cet,CoinEx,74745765,521
521,cygnus-finance-global-usd,cgusd,Cygnus Finance Global USD,74593992,522
522,gmx,gmx,GMX,74263430,523
523,verus-coin,vrsc,Verus,73755807,524
524,okx-wrapped-btc,xbtc,OKX Wrapped BTC,73733638,525
525,numeraire,nmr,Numeraire,73698876,526
526,superbridge-bridged-wsteth-optimism,wsteth,Superbridge Bridged wstETH (Optimism),73681988,527
527,helius-staked-sol,hsol,Helius Staked SOL,73647012,528
528,redstone-oracles,red,RedStone,73526056,529
529,islamic-coin,islm,Islamic Coin,73485764,530
530,succinct,prove,Succinct,73288314,531
531,bc-token,bc,BCGame Coin,73267550,532
532,iotex,iotx,IoTeX,73172701,533
533,debridge,dbr,deBridge,72879030,534
534,recall,recall,Recall,72554645,535
535,peanut-the-squirrel,pnut,Peanut the Squirrel,72062273,536
536,ravedao,rave,RaveDAO,71508436,537
537,binance-peg-shib,shib,Binance-Peg SHIB,71254147,538
538,puff-the-dragon,puff,Puff The Dragon,70976585,539
539,world-assets,inc,WorldAssets,69977896,540
540,celo,celo,Celo,69004608,541
541,l2-standard-bridged-weth-optimism,weth,L2 Standard Bridged WETH (Optimism),68766544,542
542,deso,deso,Decentralized Social,68674406,543
543,vana,vana,Vana,68596544,544
544,mindwavedao,nila,MindWaveDAO,68523323,545
545,sign-global,sign,Sign,68299489,546
546,ai-companions,aic,AI Companions,68044646,547
547,geodnet,geod,Geodnet,67963438,548
548,centrifuge-2,cfg,Centrifuge,67879745,549
549,omni-network,omni,Omni Network [Old],67745513,550
550,polymesh,polyx,Polymesh,67689216,551
551,sahara-ai,sahara,Sahara AI,67654808,552
552,bridged-wrapped-ether-starkgate,eth,Bridged Ether (StarkGate),67625157,553
553,non-playable-coin,npc,Non-Playable Coin,67168161,554
554,moo-deng,moodeng,Moo Deng,67079492,555
555,subsquid,sqd,SQD,66769380,556
556,orca,orca,Orca,65700147,557
557,niza-global-2,niza,Niza Global,65574704,558
558,moonwell-flagship-eth-morpho-vault,mweth,Moonwell Flagship ETH (Morpho Vault),65569390,559
559,dfdv-staked-sol,dfdvsol,DFDV Staked SOL,65563554,560
560,quai-network,quai,Quai Network,65428282,561
561,bridged-wrapped-steth-gnosis,wsteth,Bridged Wrapped stETH (Gnosis),65380789,562
562,waves,waves,Waves,65257648,563
563,onfa,oft,ONFA,65040119,564
564,haedal-staked-sui,hasui,Haedal Staked SUI,64954231,565
565,midas-mhyper,mhyper,Midas mHYPER,64811768,566
566,avalanche-bridged-weth-avalanche,weth,Avalanche Bridged WETH (Avalanche),64480123,567
567,memecoin-2,meme,Memecoin,64120954,568
568,zignaly,zig,ZIGChain,63672024,569
569,siren-2,siren,Siren,63479429,570
570,kgen,kgen,KGeN,63008998,571
571,compound-wrapped-btc,cwbtc,cWBTC,62917205,572
572,tether-gold-tokens,xaut0,Tether Gold Tokens,62802155,573
573,magic-internet-money-arbitrum,mim,Magic Internet Money (Arbitrum),62563254,574
574,mask-network,mask,Mask Network,62543020,575
575,ankr,ankr,Ankr Network,62432806,576
576,altlayer,alt,AltLayer,61979606,577
577,casper-network,cspr,Casper Network,61856918,578
578,useless-3,useless,Useless Coin,61650146,579
579,staked-usdt,stusdt,stUSDT Staked USDT,61633012,580
580,fluid-wrapped-staked-eth,fwsteth,Fluid Wrapped Staked ETH,61628309,581
581,pumpbtc,pumpbtc,pumpBTC,61582192,582
582,mbg-by-multibank-group,mbg,MBG By Multibank Group,61334548,583
583,stargate-finance,stg,Stargate Finance,61269307,584
584,uma,uma,UMA,61218731,585
585,bitdca,bdca,BitDCA,60945526,586
586,chia,xch,Chia,60893809,587
587,skale,skl,SKALE,60890602,588
588,victoria-vr,vr,Victoria VR,60388145,589
589,compounding-open-dollar,cusdo,Compounding OpenDollar,60352009,590
590,usdx,usdx,USDX,60103189,591
591,apex-4,ap3x,APEX,59975440,592
592,yuzu-usd,yzusd,Yuzu USD,59851804,593
593,icon,icx,ICON,59731133,594
594,loopring,lrc,Loopring,59423401,595
595,chex-token,chex,Chintai,59333844,596
596,jelly-my-jelly,jellyjelly,Jelly-My-Jelly,59206056,597
597,yei-finance,clo,Yei Finance,59134672,598
598,gohome,gohome,GOHOME,58807173,599
599,dai-on-pulsechain,dai,DAI on PulseChain,58643496,600
600,biconomy,bico,Biconomy,58604830,601
601,lagrange,la,Lagrange,58383312,602
602,brevis,brev,Brevis,58148056,603
603,usd-coin-ethereum-bridged,usdc.e,Arbitrum Bridged USDC (Arbitrum),58136974,604
604,mey-network,mey,Mey Network,58114716,605
605,alchemy-pay,ach,Alchemy Pay,58066520,606
606,ssv-network,ssv,SSV Network,57966610,607
607,api3,api3,Api3,57726736,608
608,ardor,ardr,Ardor,57604349,609
609,pundi-x-2,pundix,Pundi X,57522185,610
610,solo-coin,solo,Sologenic,57167279,611
611,sweth,sweth,Swell Ethereum,57023070,612
612,bridged-weth,weth,Bridged WETH,56972673,613
613,quantixai,qai,QuantixAI,56956449,614
614,binance-peg-bitcoin-cash,bch,Binance-Peg Bitcoin Cash,56447054,615
615,bitcastle-token,bce,bitcastle Token,56251225,616
616,status,snt,Status,56209230,617
617,enjincoin,enj,Enjin Coin,56205065,618
618,bim-2,bim,BIM,55817631,619
619,kinetiq,kntq,Kinetiq,55556972,620
620,magic-internet-money,mim,Magic Internet Money (Ethereum),55519926,621
621,tesla-xstock,tslax,Tesla xStock,55518247,622
622,bridged-tether-opbnb,usdt,opBNB Bridged USDT (opBNB),55450905,623
623,anvil,anvl,Anvil,55412412,624
624,straitsx-xusd,xusd,StraitsX XUSD,55373139,625
625,bora,bora,BORA,54907824,626
626,anchored-coins-eur,aeur,Anchored Coins AEUR,54890690,627
627,tellor,trb,Tellor Tributes,54828552,628
628,vaultbridge-bridged-eth-katana,vbeth,VaultBridge Bridged ETH (Katana),54813993,629
629,ontology,ont,Ontology,54640729,630
630,binance-usd,busd,BUSD,54566579,631
631,notcoin,not,Notcoin,54452145,632
632,cysic,cys,Cysic,54174062,633
633,restaked-swell-eth,rsweth,Restaked Swell ETH,54086329,634
634,ink-bridged-weth-ink,weth,Ink Bridged WETH (Ink),53971674,635
635,infrared-bera,ibera,Infrared Bera,53937485,636
636,gxchain,gxc,GXChain,53917172,637
637,illuvium,ilv,Illuvium,53846606,638
638,terra-luna-2,luna,Terra,53789488,639
639,snek,snek,Snek,53616481,640
640,spark-2,spk,Spark,53563787,641
641,escoin-token,elg,Escoin,53238378,642
642,stargate-bridged-usdc,usdc.e,Stargate Bridged USDC,53201216,643
643,ai-rig-complex,arc,AI Rig Complex,53149672,644
644,harmony,one,Harmony,53132528,645
645,ethereum-pow-iou,ethw,EthereumPoW,52845237,646
646,secret,scrt,Secret,52609589,647
647,quack-ai,q,Quack AI,52540626,648
648,ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,52412021,649
649,law-blocks,lbt,Law Blocks,52411858,650
650,stargate-bridged-weth,weth,Stargate Bridged WETH,52108908,651
651,binance-peg-litecoin,ltc,Binance-Peg Litecoin,52006351,652
652,eni-bridged-usdt-eni,usdt,ENI Bridged USDT (ENI),51956204,653
653,wrapped-cro,wcro,Wrapped CRO,51892009,654
654,mezo-wrapped-btc,btc,Mezo Wrapped BTC,51773793,655
655,hex-trust-usdx,usdx,Hex Trust USD,51691118,656
656,babylon,baby,Babylon,51569336,657
657,auction,auction,Bounce,51531135,658
658,changenow,now,ChangeNOW,51515905,659
659,giggle-fund,giggle,Giggle Fund,50884968,660
660,carv,carv,CARV,50836368,661
661,hashkey-ecopoints,hsk,HashKey Platform Token,50722335,662
662,orbs,orbs,Orbs,50471885,663
663,ark,ark,ARK,50421050,664
664,amiko,amiko,Amiko,50243669,665
665,lcx,lcx,LCX,50199585,666
666,world-mobile-token,wmtx,World Mobile Token,50178891,667
667,project-galaxy,gal,GAL (migrated to Gravity - G),49986528,668
668,alloy-tether,ausdt,Alloy Tether,49967932,669
669,usdkg,usdkg,USDKG,49920699,670
670,tokenlon,lon,Tokenlon,49869309,671
671,resupply-usd,reusd,Resupply USD,49627720,672
672,eurite,euri,Eurite,49623797,673
673,neiro-3,neiro,Neiro,49421909,674
674,apex-token-2,apex,APEX,49003318,675
675,wrapped-aave-ethereum-weth,waethweth,Wrapped Aave Ethereum WETH,48956108,676
676,gemini-dollar,gusd,Gemini Dollar,48776686,677
677,stepn,gmt,GMT,48656383,678
678,hive,hive,Hive,48601779,679
679,marsmi,marsmi,MarsMi,48405859,680
680,band-protocol,band,Band,48402737,681
681,mountain-protocol-usdm,usdm,Mountain Protocol USD,48126439,682
682,helder,hldr,Helder,48009603,683
683,firelight-staked-xrp,stxrp,Firelight Staked XRP,48001997,684
684,usd,usd+,Overnight.fi USD+,48001035,685
685,fight-2,fight,FIGHT,47679707,686
686,mass-vehicle-ledger,mvl,MVL,47657889,687
687,coti,coti,COTI,47641333,688
688,paxos-standard,usdp,Pax Dollar,47551399,689
689,fulcrom,ful,Fulcrom,47447996,690
690,iostoken,iost,IOST,47286675,691
691,power-ledger,powr,Powerledger,47212741,692
692,pythia,pythia,PYTHIA,47186526,693
693,just-a-frog,frog,just a frog,47101272,694
694,alphabet-class-a-ondo-tokenized-stock,googlon,Alphabet Class A (Ondo Tokenized Stock),47047620,695
695,sygnum-fiusd-liquidity-fund,fiusd,Sygnum FIUSD Liquidity Fund,46963990,696
696,sui-bridged-ether-sui,sbeth,Sui Bridged Ether (Sui),46953505,697
697,fractal-bitcoin,fb,Fractal Bitcoin,46941714,698
698,gunz,gun,Gunz,46855274,699
699,grx-chain,grx,GRX Chain,46835763,700
700,unipoly,unp,Unipoly,46755272,701
701,peaq-2,peaq,peaq,46740350,702
702,constitutiondao,people,ConstitutionDAO,46706035,703
703,ronin-bridged-weth-ronin,weth,Ronin Bridged WETH (Ronin),46525618,704
704,strata-junior-usde,jrusde,Strata Junior USDe,46415608,705
705,georgeplaysclashroyale,clash,GeorgePlaysClashRoyale,46071153,706
706,blast,blast,Blast,45908081,707
707,woo-network,woo,WOO,45889476,708
708,ethgas-2,gwei,ETHGas,45810406,709
709,bridged-nxpc,nxpc,Bridged NXPC,45808952,710
710,derive,drv,Derive,45776491,711
711,nkyc-token,nkyc,NKYC Token,45593603,712
712,yield-guild-games,ygg,Yield Guild Games,45418089,713
713,vaultbridge-bridged-usdt-katana,vbusdt,Vault Bridge Bridged USDT (Katana),45273524,714
714,coreum,coreum,Coreum,45193460,715
715,nomina,nom,Nomina,45147995,716
716,bridged-wrapped-bitcoin-starkgate,wbtc,Bridged Wrapped Bitcoin (StarkGate),44918872,717
717,momentum-3,mmt,Momentum,44895312,718
718,cronos-bridged-wbtc-cronos,wbtc,Cronos Bridged WBTC (Cronos),44859911,719
719,unit-plasma,uxpl,Unit Plasma,44786775,720
720,swftcoin,swftc,SWFTCOIN,44729163,721
721,whiteheart,white,Whiteheart,44544702,722
722,atoshi,atos,Atoshi,44510084,723
723,tagger,tag,TAGGER,44490244,724
724,rocket-pool,rpl,Rocket Pool,44193628,725
725,cyberconnect,cyber,CYBER,44159247,726
726,planet-ix,aix,Planet IX,43907236,727
727,usual,usual,Usual,43667380,728
728,ecomi,omi,ECOMI,43442017,729
729,somnia,somi,Somnia,43434462,730
730,apertum,aptm,Apertum,43332291,731
731,iexec-rlc,rlc,iExec RLC,43230569,732
732,bancor,bnt,Bancor Network,43050260,733
733,yzy,yzy,YZY,43024806,734
734,power-protocol,power,Power Protocol,42921399,735
735,stronghold-token,shx,Stronghold,42762759,736
736,echelon-prime,prime,Echelon Prime,42750566,737
737,binance-peg-zcash-token,zec,Binance-Peg ZEC,42631892,738
738,glidr,glidr,Glidr,42525941,739
739,atomone,atone,AtomOne,42523894,740
740,mango-network,mgo,Mango Network,42454829,741
741,ore,ore,ORE,42416085,742
742,moonwell-flagship-usdc-morpho-vault,mwusdc,Moonwell Flagship USDC (Morpho Vault),42380746,743
743,usdu,usdu,USDu,42183402,744
744,surge-4,surge,Surge,42150734,745
745,io,io,io.net,42150327,746
746,bridged-tether-linea,usdt,Linea Bridged USDT (Linea),42140229,747
747,spell-token,spell,Spell,42064553,748
748,ridges-ai,sn62,Ridges AI,42048376,749
749,huma-finance,huma,Huma Finance,41926028,750
750,stratis,strax,Xertra,41820705,751
751,storx,srx,StorX,41819980,752
752,rserg,rserg,rsERG,41780684,753
753,aegis-yusd,yusd,Aegis YUSD,41753928,754
754,caldera,era,Caldera,41736230,755
755,big-time,bigtime,Big Time,41664407,756
756,banana-for-scale-2,bananas31,Banana For Scale,41649520,757
757,coinbase-wrapped-xrp,cbxrp,Coinbase Wrapped XRP,41582944,758
758,austin-capitals,aux,Austin Capitals,41532571,759
759,dogelon-mars,elon,Dogelon Mars,41516279,760
760,sai,sai,Sai,41409808,761
761,cross-2,cross,CROSS,41295733,762
762,constellation-labs,dag,Constellation,41263795,763
763,spacecoin-2,space,Spacecoin,41237255,764
764,nockchain,nock,Nockchain,41173653,765
765,kinetiq-earn-vault,vkhype,Kinetiq Earn Vault,41021970,766
766,binance-peg-dai,dai,Binance-Peg DAI,40980692,767
767,lisk,lsk,Lisk,40838199,768
768,swipe,sxp,Solar,40709995,769
769,lista,lista,Lista DAO,40787634,770
770,unifai-network,uai,UnifAI Network,40779830,771
771,kelp-gain,ageth,Kelp Gain,40640549,772
772,celium,sn51,lium,40470349,773
773,wrapped-dag,wdag,Wrapped DAG,40330234,774
774,energy-web-token,ewt,Energy Web,40247944,775
775,proprietary-trading-network,sn8,Proprietary Trading Network,40172416,776
776,zelcash,flux,Flux,39822554,777
777,fx-usd-saving,fxsave,f(x) USD Saving,39937730,778
778,prometeus,prom,Prom,39759958,779
779,osmosis,osmo,Osmosis,39735981,780
780,tokamak-network,ton,Tokamak Network,39741469,781
781,book-of-meme,bome,BOOK OF MEME,39732389,782
782,palladium-network,plld,Palladium Network,39705539,783
783,deapcoin,dep,DEAPCOIN,39655577,784
784,audius,audio,Audius,39564421,785
785,burnedfi,burn,BurnedFi,39272554,786
786,boundless,zkc,Boundless,39219567,787
787,amnis-aptos,amapt,Amnis Aptos,39167561,788
788,hakimi,哈基米,哈基米 (Hajimi),39166631,789
789,tornado-cash,torn,Tornado Cash,38843978,790
790,usd-coin-avalanche-bridged-usdc-e,usdc.e,Avalanche Bridged USDC (Avalanche),39101039,791
791,collect-on-fanable,collect,Collect on Fanable,39078921,792
792,milk-alliance,mlk,MiL.k,38992145,793
793,slash-vision-labs,svl,Slash Vision Labs,38937963,794
794,hylo-usd,hyusd,Hylo USD,38903512,795
795,sui-bridged-wbtc-sui,wbtc,Sui Bridged WBTC (Sui),38817557,796
796,skyai,skyai,SkyAI,38796997,797
797,liquity-bold-2,bold,BOLD,38795971,798
798,acurast,acu,Acurast,38759326,799
799,targon,sn4,Targon,38738721,800
800,midas-mtbill,mtbill,Midas mTBILL,38721420,801
801,nyc-token,nyc,NYC,38603726,802
802,socean-staked-sol,inf,Sanctum Infinity,38432224,803
803,lava-network,lava,Lava Network,38331449,804
804,hermez-network-token,hez,Hermez Network,38316838,805
805,audiera,beat,Audiera,38275809,806
806,g-token,g,Gravity (by Galxe),38247222,807
807,degen-base,degen,Degen,38170523,808
808,rif-token,rif,Rootstock Infrastructure Framework,37966343,809
809,everipedia,iq,IQ,38105364,810
810,certik,ctk,Shentu,37927124,811
811,anime,anime,Animecoin,37981811,812
812,smardex,sdex,SMARDEX,37963288,813
813,wax,waxp,WAX,37952262,814
814,doodles,dood,Doodles,37885030,815
815,kyber-network-crystal,knc,Kyber Network Crystal,37770159,816
816,openledger-2,open,OpenLedger,37589946,817
817,helio-protocol-hay,lisusd,Lista USD,37445822,818
818,bsquared-network,b2,BSquared Network,37374514,819
819,nirvana-ana-2,ana,Nirvana ANA,37134321,820
820,corn-3,corn,Corn,37126215,821
821,glue,wglue,Wrapped Glue,37106035,822
822,delysium,agi,Delysium,37084584,823
823,dovu-2,dovu,DOVU,37037490,824
824,santos-fc-fan-token,santos,Santos FC Fan Token,36961115,825
825,euler,eul,Euler,36869541,826
826,wrapped-frax,wfrax,Wrapped FRAX,36709153,827
827,botxcoin,botx,BOTXCOIN,36684877,828
828,enso,enso,Enso,36683654,829
829,xpin-network,xpin,XPIN Network,36674419,830
830,apro,at,Apro,36616085,831
831,ong,ong,Ontology Gas,36106731,832
832,harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),36283196,833
833,the-white-whale,whitewhale,The White Whale,36213009,834
834,terrausd,ustc,TerraClassicUSD,35949708,835
835,ergo,erg,Ergo,35717322,836
836,resolv,resolv,Resolv,35567224,837
837,celo-dollar,usdm,Mento Dollar,35547429,838
838,steem,steem,Steem,35447564,839
839,affine,sn120,affine,35425797,840
840,gold-park,gpt,Gold Park,35165304,841
841,safecoin,safe,SAFEbit,35109477,842
842,aevo-exchange,aevo,Aevo,34903470,843
843,taiko,taiko,Taiko,34848926,844
844,metis-token,metis,Metis,34715051,845
845,civic,cvc,Civic,34670996,846
846,snowbank,sb,Snowbank,34632015,847
847,vaultbridge-bridged-usdc-katana,vbusdc,VaultBridge Bridged USDC (Katana),34589736,848
848,hylo-staked-sol,hylosol,Hylo Staked SOL,34516849,849
849,olaxbt,aio,OlaXBT,34506021,850
850,liquity-usd,lusd,Liquity USD,34281929,851
851,sanctum-2,cloud,Cloud,34253676,852
852,wrapped-xrp,wxrp,Wrapped XRP,34149610,853
853,sui-bridged-usdt-sui,sbusdt,Sui Bridged USDT (Sui),34087492,854
854,manta-network,manta,Manta Network,34010779,855
855,gogopool-ggavax,stavax,Hypha Staked AVAX,34007353,856
856,ai-analysis-token,aiat,AI Analysis Token,34000378,857
857,wiki-cat,wkc,Wiki Cat,33998481,858
858,wrapped-nxm,wnxm,Wrapped NXM,34150070,859
859,pha,pha,PHALA,33929831,860
860,f-x-protocol-fxusd,fxusd,f(x) Protocol fxUSD,33885208,861
861,aintivirus,ainti,AIntivirus,33726458,862
862,smooth-love-potion,slp,Smooth Love Potion,33542779,863
863,egl1,egl1,EGL1,33691331,864
864,solayer,layer,Solayer,33666018,865
865,noble-dollar-usdn,usdn,Noble Dollar (USDN),33603965,866
866,chromaway,chr,Chromia,33430893,867
867,songbird,sgb,Songbird,33567910,868
868,cobak-token,cbk,Cobak,33488766,869
869,zentry,zent,Zentry,33127611,870
870,sats-ordinals,sats,SATS (Ordinals),32889778,871
871,babyboomtoken,bbt,BabyBoomToken,32888092,872
872,pumpmeme,pm,PumpMeme,32872519,873
873,tcy,tcy,THORChain Yield,32814211,874
874,xtusd,xtusd,XT Stablecoin XTUSD,32783207,875
875,bit2me,b2m,Bit2Me,32742580,876
876,pinksale,pinksale,PinkSale,32735677,877
877,metal,mtl,Metal DAO,32698710,878
878,liquity,lqty,Liquity,32684571,879
879,hive_dollar,hbd,Hive Dollar,32668607,880
880,universal-eth,unieth,Universal ETH,32647008,881
881,abey,abey,Abey,32533977,882
882,chain-key-bitcoin,ckbtc,Chain-key Bitcoin,32386398,883
883,ishares-silver-trust-ondo-tokenized-stock,slvon,iShares Silver Trust (Ondo Tokenized Stock),32333268,884
884,hivemapper,honey,Hivemapper,32322067,885
885,avici,avici,Avici,32278871,886
886,tronbank,tbk,TronBank,32198007,887
887,goplus-security,gps,GoPlus Security,32165618,888
888,metronome-synth-eth,mseth,Metronome Synth ETH,32142702,889
889,bifrost,bfc,Bifrost,32102582,890
890,linea-bridged-wsteth-linea,wsteth,Linea Bridged wstETH (Linea),32101495,891
891,mira-3,mira,Mira,32067367,892
892,avalanche-old-bridged-wbtc-avalanche,wbtc.e,Avalanche Bridged WBTC (Avalanche),32067139,893
893,ustbl-tokenized-u-s-treasury-bill,ustbl,USTBL,31915198,894
894,templar,sn3,τemplar,31807790,895
895,balancer,bal,Balancer,31755327,896
896,gigachad-2,giga,Gigachad,31669648,897
897,purr-2,purr,Purr,31595640,898
898,dia-data,dia,DIA,31332807,899
899,sdola,sdola,sDOLA,31299027,900
900,mind-network,fhe,Mind Network,31240864,901
901,goatseus-maximus,goat,Goatseus Maximus,31206107,902
902,across-protocol,acx,Across Protocol,31196721,903
903,dacxi,dxi,Dacxi,31131861,904
904,gamebuild,game,GameBuild,31072158,905
905,wrapped-bch,wbch,Wrapped BCH,31031639,906
906,hippo-protocol,hp,Hippo Protocol,30980371,907
907,astherus-staked-usdf,asusdf,Aster Staked USDF,30964447,908
908,aixbt,aixbt,aixbt,30964381,909
909,yield-optimizer-eth,yoeth,Yield Optimizer ETH,30923052,910
910,token-pocket,tpt,TokenPocket Token,30766601,911
911,blockv,vee,BLOCKv,30641753,912
912,meet48,idol,MEET48,30636167,913
913,kujira,kuji,Kujira,30629900,914
914,orderly-network,order,Orderly,30603685,915
915,xtcom-token,xt,XT.com,30350382,916
916,binance-peg-polkadot,dot,Binance-Peg Polkadot,30335784,917
917,btu-protocol,btu,BTU Protocol,30328079,918
918,dkargo,dka,dKargo,30264710,919
919,honey-3,honey,Honey,30203221,920
920,medibloc,med,Medibloc,30087531,921
921,anoma,xan,Anoma,30134512,922
922,tree-capital,tree,Tree,30108099,923
923,cartesi,ctsi,Cartesi,29902879,924
924,tether-rainbow-bridge,usdt.e,Rainbow Bridged USDT (Near),30083290,925
925,staked-frax-usd,sfrxusd,Frax Staked frxUSD,30040677,926
926,usd-coinvertible,usdcv,USD CoinVertible,29982317,927
927,aurora-near,aurora,Aurora,29845115,928
928,folks,folks,FOLKS,29720755,929
929,thena,the,Thena,29698109,930
930,radix,xrd,Radix,29660942,931
931,uquid-coin,uqc,Uquid Coin,29573787,932
932,ao-computer,ao,ao Computer,29534307,933
933,cargox,cxo,CargoX,29502924,934
934,ocean-protocol,ocean,Ocean Protocol,29252670,935
935,elsa,elsa,Elsa,29267380,936
936,hyperlane,hyper,Hyperlane,29266698,937
937,the-grays-currency,ptgc,The Grays Currency,29258040,938
938,xai-blockchain,xai,Xai,29167137,939
939,wrapped-btt-tron,wbtt,Wrapped BTT (Tron),29153604,940
940,space-id,id,SPACE ID,29140818,941
941,kled-ai,kled,Kled AI,29046525,942
942,advertise-coin,adco,Advertise Coin,29006214,943
943,quark-chain,qkc,QuarkChain,29012525,944
944,solv-protocol-solvbtc-jupiter,solvbtc.jup,Solv Protocol SolvBTC Jupiter,28992589,945
945,bridged-usd-coin-optimism,usdc.e,Standard Bridged USDC.e (Optimism),28948586,946
946,magic,magic,Treasure,28892937,947
947,dialectic-eth-vault,deth,Dialectic ETH Vault,28890906,948
948,osaka-protocol,osak,Osaka Protocol,28829365,949
949,holoworld,holo,Holoworld,28676914,950
950,moonwell-artemis,well,Moonwell,28674054,951
951,polygon-bridged-wsteth-polygon,wsteth,Polygon Bridged wstETH (Polygon),28607634,952
952,punkstrategy,pnkstr,PunkStrategy,28592107,953
953,bonk-staked-sol,bonksol,Bonk Staked SOL,28548584,954
954,aergo,aergo,Aergo,28415288,955
955,midas-mmev,mmev,Midas mMEV,28409134,956
956,marlin,pond,Marlin,28334833,957
957,lorenzo-stbtc,stbtc,Lorenzo stBTC,28403823,958
958,wrapped-xpl,wxpl,Wrapped XPL,28260089,959
959,frankencoin,zchf,Frankencoin,28231337,960
960,infinifi-locked-iusd-1week,liusd,infiniFi Locked iUSD (1week),28182492,961
961,wmatic,wpol,Wrapped POL,27870126,962
962,midas-msyrupusdp,msyrupusdp,Midas msyrupUSDp,28052084,963
963,adventure-gold,agld,Adventure Gold,28043078,964
964,vine,vine,Vine,27905178,965
965,qanplatform,qanx,QANplatform,27643273,966
966,mimatic,mimatic,MAI,27586697,967
967,wilder-world,wild,Wilder World,27586674,968
968,adshares,ads,Adshares,27559089,969
969,destra-network,dsync,Destra Network,27522321,970
970,nym,nym,Nym,27493527,971
971,spdr-s-p-500-etf-ondo-tokenized-etf,spyon,SPDR S&P 500 ETF (Ondo Tokenized ETF),27428235,972
972,wrapped-sei,wsei,Wrapped SEI,27302771,973
973,steakhouse-weth,steaketh,Steakhouse WETH V2,27260520,974
974,pepecoin-network,pep,Pepecoin,27221595,975
975,ventuals-vhype,vhype,Ventuals vHYPE,27180644,976
976,b3,b3,B3 (Base),27119409,977
977,global-commercial-business,gcb,Global Commercial Business,27106181,978
978,playsout,play,PlaysOut,27060701,979
979,predictions,prdt,Predictions,27046461,980
980,monerium-eur-money-2,eure,Monerium EUR emoney,26964203,981
981,dymension,dym,Dymension,26956894,982
982,humidifi,wet,HumidiFi,26956040,983
983,chaingpt,cgpt,ChainGPT,26906064,984
984,noon-usn,usn,Noon USN,26789102,985
985,pocket-network,pokt,Pocket Network,26765868,986
986,rocksolid-reth,rock.reth,RockSolid rETH,26707279,987
987,zcoin,firo,Firo,26706634,988
988,ankreth,ankreth,Ankr Staked ETH,26665203,989
989,wrapped-zedxion,wzedx,Wrapped Zedxion,26616389,990
990,swarm-network,truth,Swarm Network,26613541,991
991,chainflip,flip,Chainflip,26468234,992
992,bonfida,fida,Bonfida,26361051,993
993,pre-sp,psp,Pre-SP,26358596,994
994,electronic-usd,eusd,Electronic USD,26353017,995
995,zksync-bridged-usdc-zksync,usdc,zkSync Bridged USDC (zkSync),26344703,996
996,clearpool,cpool,Clearpool,26251586,997
997,seth,seth,sETH,26168402,998
998,marcopolo,mapo,MAP Protocol,26172984,999
999,saakuru-labs,skr,Saakuru,26121178,1000
1000,faith-tribe,ftrb,Faith Tribe,26105968,1001
1001,wink,win,WINkLink,25945540,1002
1002,nusd,susd,Synthetix sUSD,25980236,1003
1003,keep-network,keep,Keep Network,25955626,1004
1004,bxn,bxn,BXN,25929912,1005
1005,hunt-token,hunt,Hunt,25851332,1006
1006,yield-optimizer-usd,yousd,Yield Optimizer USD,25912485,1007
1007,bucket-protocol-buck-stablecoin,buck,Bucket Protocol BUCK Stablecoin,25906676,1008
1008,singularitynet,agix,SingularityNET,25655997,1009
1009,sophon,soph,Sophon,25696147,1010
1010,paal-ai,paal,PAAL AI,25676196,1011
1011,baby-shark-universe,bsu,Baby Shark Universe,25649910,1012
1012,elephant-money,elephant,Elephant Money,25574701,1013
1013,lucidum,lucic,Lucidum,25554406,1014
1014,zkpass,zkp,zkPass,25465366,1015
1015,dolomite,dolo,Dolomite,25446354,1016
1016,autonomi,ant,Autonomi,25413774,1017
1017,monerium-eur-money,eure,Monerium EUR emoney [OLD],25315961,1018
1018,superwalk,grnd,SuperWalk GRND,25264462,1019
1019,wo-ta-ma-laile,我踏马来了,我踏马来了,25259899,1020
1020,banana-gun,banana,Banana Gun,25198217,1021
1021,marinade,mnde,Marinade,25188595,1022
1022,sonic-svm,sonic,Sonic SVM,25145914,1023
1023,auki-labs,auki,Auki,25016750,1024
1024,metamask-usd,musd,MetaMask USD,24963436,1025
1025,mwx-token,mwxt,MWX Token,24947960,1026
1026,wrapped-tao,wtao,Wrapped TAO,24934047,1027
1027,bridged-usd-coin-scroll,usdc,Bridged USD Coin (Scroll),24919111,1028
1028,gamer-tag,gmrt,The Game Company,24840504,1029
1029,definitive,edge,Definitive,24837851,1030
1030,newton-protocol,newt,Newton Protocol,24806876,1031
1031,zerobase,zbt,ZEROBASE,24780719,1032
1032,injective-bridged-usdt-injective,usdt,Injective Bridged USDT (Injective),24695790,1033
1033,score,sn44,Score,24604863,1034
1034,tokenbot-2,clanker,tokenbot,24602849,1035
1035,iagon,iag,Iagon,24556588,1036
1036,optio,opt,Optio,24550760,1037
